Aasiaat+Sem/Geo+Prop+Abl+Pl	Aasiannit
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Ind+1Pl	ataatanngorusussaagut
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Ind+1Sg	ataatanngorusussaanga
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Ind+3Sg	ataatanngorusussaaq
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Int+2Sg	ataatanngorusussavit
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Par+1Sg	ataatanngorusussasunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Par+2Sg	ataatanngorusussasutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Par+3Sg	ataatanngorusussasoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Ind+1Pl	ataatanngorusuppugut
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Ind+1Sg	ataatanngorusuppunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Ind+3Sg	ataatanngorusuppoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Int+2Sg	ataatanngorusuppit
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Par+1Sg	ataatanngorusuttunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Par+2Sg	ataatanngorusuttutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Par+3Sg	ataatanngorusuttoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Ind+1Pl	ataatanngunngikkaluarpugut
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Ind+1Sg	ataatanngunngikkaluarpunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Ind+3Sg	ataatanngunngikkaluarpoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Int+2Sg	ataatanngunngikkaluarpit
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Par+1Sg	ataatanngunngikkaluartunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Par+2Sg	ataatanngunngikkaluartutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Par+3Sg	ataatanngunngikkaluartoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+V+Ind+1Pl	ataatanngunngilagut
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+V+Ind+1Sg	ataatanngunngilanga
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+V+Ind+3Sg	ataatanngunngilaq
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+V+Int+2Sg	ataatanngunngilatit
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+V+Par+1Sg	ataatanngunngitsunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+V+Par+2Sg	ataatanngunngitsutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+NNGIT+V+Par+3Sg	ataatanngunngitsoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+GALUAR+V+Ind+1Pl	ataatanngussagaluarpugut
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+GALUAR+V+Ind+1Sg	ataatanngussagaluarpunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+GALUAR+V+Ind+3Sg	ataatanngussagaluarpoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+GALUAR+V+Int+2Sg	ataatanngussagaluarpit
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+GALUAR+V+Par+1Sg	ataatanngussagaluartunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+GALUAR+V+Par+2Sg	ataatanngussagaluartutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+GALUAR+V+Par+3Sg	ataatanngussagaluartoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+V+Ind+1Pl	ataatanngussaagut
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+V+Ind+1Sg	ataatanngussaanga
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+V+Ind+3Sg	ataatanngussaaq
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+V+Int+2Sg	ataatanngussavit
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+V+Par+1Sg	ataatanngussasunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+V+Par+2Sg	ataatanngussasutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+SSA+V+Par+3Sg	ataatanngussasoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Ind+1Pl	ataatanngortariaqaraluarpugut
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Ind+1Sg	ataatanngortariaqaraluarpunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Ind+3Sg	ataatanngortariaqaraluarpoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Int+2Sg	ataatanngortariaqaraluarpit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Par+1Sg	ataatanngortariaqaraluartunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Par+2Sg	ataatanngortariaqaraluartutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Par+3Sg	ataatanngortariaqaraluartoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Ind+1Pl	ataatanngortariaqanngikkaluarpugut
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Ind+1Sg	ataatanngortariaqanngikkaluarpunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Ind+3Sg	ataatanngortariaqanngikkaluarpoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Int+2Sg	ataatanngortariaqanngikkaluarpit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Par+1Sg	ataatanngortariaqanngikkaluartunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Par+2Sg	ataatanngortariaqanngikkaluartutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Par+3Sg	ataatanngortariaqanngikkaluartoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Ind+1Pl	ataatanngortariaqanngilagut
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Ind+1Sg	ataatanngortariaqanngilanga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Ind+3Sg	ataatanngortariaqanngilaq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Int+2Sg	ataatanngortariaqanngilatit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Par+1Sg	ataatanngortariaqanngitsunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Par+2Sg	ataatanngortariaqanngitsutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Par+3Sg	ataatanngortariaqanngitsoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+1Pl	ataatanngortariaqassagaluarpugut
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+1Sg	ataatanngortariaqassagaluarpunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+3Sg	ataatanngortariaqassagaluarpoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Int+2Sg	ataatanngortariaqassagaluarpit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Par+1Sg	ataatanngortariaqassagaluartunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Par+2Sg	ataatanngortariaqassagaluartutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Par+3Sg	ataatanngortariaqassagaluartoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Ind+1Pl	ataatanngortariaqassaagut
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Ind+1Sg	ataatanngortariaqassaanga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Ind+3Sg	ataatanngortariaqassaaq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Int+2Sg	ataatanngortariaqassavit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Par+1Sg	ataatanngortariaqassasunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Par+2Sg	ataatanngortariaqassasutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Par+3Sg	ataatanngortariaqassasoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Ind+1Pl	ataatanngortariaqarpugut
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Ind+1Sg	ataatanngortariaqarpunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Ind+3Sg	ataatanngortariaqarpoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Int+2Sg	ataatanngortariaqarpit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Par+1Sg	ataatanngortariaqartunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Par+2Sg	ataatanngortariaqartutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Par+3Sg	ataatanngortariaqartoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+V+Ind+1Pl	ataatanngorpugut
ataata+Sem/Hfam+NNGUR+Sem/become_be+V+Ind+1Sg	ataatanngorpunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+V+Ind+3Sg	ataatanngorpoq
ataata+Sem/Hfam+NNGUR+Sem/become_be+V+Int+2Sg	ataatanngorpit
ataata+Sem/Hfam+NNGUR+Sem/become_be+V+Par+1Sg	ataatanngortunga
ataata+Sem/Hfam+NNGUR+Sem/become_be+V+Par+2Sg	ataatanngortutit
ataata+Sem/Hfam+NNGUR+Sem/become_be+V+Par+3Sg	ataatanngortoq
ataata+Sem/Hfam+QAR+Sem/have+GALUAR+V+Ind+1Pl	ataataqaraluarpugut
ataata+Sem/Hfam+QAR+Sem/have+GALUAR+V+Ind+1Sg	ataataqaraluarpunga
ataata+Sem/Hfam+QAR+Sem/have+GALUAR+V+Ind+3Sg	ataataqaraluarpoq
ataata+Sem/Hfam+QAR+Sem/have+GALUAR+V+Int+2Sg	ataataqaraluarpit
ataata+Sem/Hfam+QAR+Sem/have+GALUAR+V+Par+1Sg	ataataqaraluartunga
ataata+Sem/Hfam+QAR+Sem/have+GALUAR+V+Par+2Sg	ataataqaraluartutit
ataata+Sem/Hfam+QAR+Sem/have+GALUAR+V+Par+3Sg	ataataqaraluartoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+GALUAR+V+Ind+1Pl	ataataqarusukkaluarpugut
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+GALUAR+V+Ind+1Sg	ataataqarusukkaluarpunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+GALUAR+V+Ind+3Sg	ataataqarusukkaluarpoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+GALUAR+V+Int+2Sg	ataataqarusukkaluarpit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+GALUAR+V+Par+1Sg	ataataqarusukkaluartunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+GALUAR+V+Par+2Sg	ataataqarusukkaluartutit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+GALUAR+V+Par+3Sg	ataataqarusukkaluartoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Pl	ataataqarusunngikkaluarpugut
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg	ataataqarusunngikkaluarpunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+3Sg	ataataqarusunngikkaluarpoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+GALUAR+V+Int+2Sg	ataataqarusunngikkaluarpit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+GALUAR+V+Par+1Sg	ataataqarusunngikkaluartunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+GALUAR+V+Par+2Sg	ataataqarusunngikkaluartutit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+GALUAR+V+Par+3Sg	ataataqarusunngikkaluartoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Ind+1Pl	ataataqarusunngilagut
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	ataataqarusunngilanga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	ataataqarusunngilaq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	ataataqarusunngilatit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Par+1Sg	ataataqarusunngitsunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Par+1Sg+LI	ataataqarusunngitsungali
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Par+1Sg+LU	ataataqarusunngitsungalu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Par+2Sg	ataataqarusunngitsutit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Par+2Sg+LI	ataataqarusunngitsutilli
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Par+2Sg+LU	ataataqarusunngitsutillu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Par+3Sg	ataataqarusunngitsoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Par+3Sg+LI	ataataqarusunngitsorli
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+NNGIT+V+Par+3Sg+LU	ataataqarusunngitsorlu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Pl	ataataqarusussagaluarpugut
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg	ataataqarusussagaluarpunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+3Sg	ataataqarusussagaluarpoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+GALUAR+V+Int+2Sg	ataataqarusussagaluarpit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+GALUAR+V+Par+1Sg	ataataqarusussagaluartunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+GALUAR+V+Par+2Sg	ataataqarusussagaluartutit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+GALUAR+V+Par+3Sg	ataataqarusussagaluartoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Ind+1Pl	ataataqarusussaagut
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Ind+1Sg	ataataqarusussaanga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Ind+3Sg	ataataqarusussaaq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Int+2Sg	ataataqarusussavit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Par+1Sg	ataataqarusussasunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Par+1Sg+LI	ataataqarusussasungali
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Par+1Sg+LU	ataataqarusussasungalu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Par+2Sg	ataataqarusussasutit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Par+2Sg+LI	ataataqarusussasutilli
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Par+2Sg+LU	ataataqarusussasutillu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Par+3Sg	ataataqarusussasoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Par+3Sg+LI	ataataqarusussasorli
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+SSA+V+Par+3Sg+LU	ataataqarusussasorlu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Pl	ataataqarusuttaraluarpugut
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg	ataataqarusuttaraluarpunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+3Sg	ataataqarusuttaraluarpoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+GALUAR+V+Int+2Sg	ataataqarusuttaraluarpit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+GALUAR+V+Par+1Sg	ataataqarusuttaraluartunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+GALUAR+V+Par+2Sg	ataataqarusuttaraluartutit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+GALUAR+V+Par+3Sg	ataataqarusuttaraluartoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Pl	ataataqarusuttanngikkaluarpugut
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg	ataataqarusuttanngikkaluarpunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+3Sg	ataataqarusuttanngikkaluarpoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Int+2Sg	ataataqarusuttanngikkaluarpit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Par+1Sg	ataataqarusuttanngikkaluartunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Par+2Sg	ataataqarusuttanngikkaluartutit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Par+3Sg	ataataqarusuttanngikkaluartoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Pl	ataataqarusuttanngilagut
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg	ataataqarusuttanngilanga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+3Sg	ataataqarusuttanngilaq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Int+2Sg	ataataqarusuttanngilatit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Par+1Sg	ataataqarusuttanngitsunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Par+1Sg+LI	ataataqarusuttanngitsungali
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Par+1Sg+LU	ataataqarusuttanngitsungalu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Par+2Sg	ataataqarusuttanngitsutit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Par+2Sg+LI	ataataqarusuttanngitsutilli
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Par+2Sg+LU	ataataqarusuttanngitsutillu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Par+3Sg	ataataqarusuttanngitsoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Par+3Sg+LI	ataataqarusuttanngitsorli
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+NNGIT+V+Par+3Sg+LU	ataataqarusuttanngitsorlu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Ind+1Pl	ataataqarusuttassaagut
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Ind+1Sg	ataataqarusuttassaanga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Ind+3Sg	ataataqarusuttassaaq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Int+2Sg	ataataqarusuttassavit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Par+1Sg	ataataqarusuttassasunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Par+1Sg+LI	ataataqarusuttassasungali
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Par+1Sg+LU	ataataqarusuttassasungalu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Par+2Sg	ataataqarusuttassasutit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Par+2Sg+LI	ataataqarusuttassasutilli
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Par+2Sg+LU	ataataqarusuttassasutillu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Par+3Sg	ataataqarusuttassasoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Par+3Sg+LI	ataataqarusuttassasorli
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+SSA+V+Par+3Sg+LU	ataataqarusuttassasorlu
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+V+Ind+1Pl	ataataqarusuttarpugut
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+V+Ind+1Sg	ataataqarusuttarpunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+V+Ind+3Sg	ataataqarusuttarpoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+V+Int+2Sg	ataataqarusuttarpit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+V+Par+1Sg	ataataqarusuttartunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+V+Par+2Sg	ataataqarusuttartutit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+TAR+V+Par+3Sg	ataataqarusuttartoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+V+Ind+1Pl	ataataqarusuppugut
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+V+Ind+1Sg	ataataqarusuppunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+V+Ind+3Sg	ataataqarusuppoq
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+V+Int+2Sg	ataataqarusuppit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+V+Par+1Sg	ataataqarusuttunga
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+V+Par+2Sg	ataataqarusuttutit
ataata+Sem/Hfam+QAR+Sem/have+GUSUP+Sem/wish+V+Par+3Sg	ataataqarusuttoq
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+GALUAR+V+Ind+1Pl	ataataqanngikkaluarpugut
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+GALUAR+V+Ind+1Sg	ataataqanngikkaluarpunga
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+GALUAR+V+Ind+3Sg	ataataqanngikkaluarpoq
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+GALUAR+V+Int+2Sg	ataataqanngikkaluarpit
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+GALUAR+V+Par+1Sg	ataataqanngikkaluartunga
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+GALUAR+V+Par+2Sg	ataataqanngikkaluartutit
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+GALUAR+V+Par+3Sg	ataataqanngikkaluartoq
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+V+Ind+1Pl	ataataqanngilagut
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+V+Ind+1Sg	ataataqanngilanga
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+V+Ind+3Sg	ataataqanngilaq
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+V+Int+2Sg	ataataqanngilatit
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+V+Par+1Sg	ataataqanngitsunga
ataata+Sem/Hfam+QAR+Sem/have+NNGIT+V+Par+1Sg+LI	ataataqanngitsungali
